PF00048	CL0730	IL8	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like
PF00049	CL0239	Insulin	Insulin	Insulin/IGF/Relaxin family
PF00050	CL0005	Kazal	Kazal_1	Kazal-type serine protease inhibitor domain
PF00051	CL0602	Kringle	Kringle	Kringle domain
PF00052	CL0202	GBD	Laminin_B	Laminin B (Domain IV)
PF00053	CL0001	EGF	EGF_laminin	Laminin EGF domain
PF00054	CL0004	Concanavalin	Laminin_G_1	Laminin G domain
PF00055	CL0202	GBD	Laminin_N	Laminin N-terminal (Domain VI)
PF00056	CL0063	NADP_Rossmann	Ldh_1_N	lactate/malate dehydrogenase, NAD binding domain
PF00057			Ldl_recept_a	Low-density lipoprotein receptor domain class A
PF00058	CL0186	Beta_propeller	Ldl_recept_b	Low-density lipoprotein receptor repeat class B
PF00059	CL0056	C_Lectin	Lectin_C	Lectin C-type domain
PF00060	CL0030	Ion_channel	Lig_chan	Ligand-gated ion channel
PF00061	CL0116	Calycin	Lipocalin	Lipocalin / cytosolic fatty-acid binding protein family
PF00062	CL0037	Lysozyme	Lys	C-type lysozyme/alpha-lactalbumin family
PF00063	CL0023	P-loop_NTPase	Myosin_head	Myosin head (motor domain)
PF00064	CL0186	Beta_propeller	Neur	Neuraminidase
PF00066			Notch	LNR domain
PF00067			p450	Cytochrome P450
PF00068	CL0629	PLA2	Phospholip_A2_1	Phospholipase A2
PF00069	CL0016	PKinase	Pkinase	Protein kinase domain
PF00070	CL0063	NADP_Rossmann	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase
PF00071	CL0023	P-loop_NTPase	Ras	Ras family
PF00072	CL0304	CheY	Response_reg	Response regulator receiver domain
PF00073	CL0055	Nucleoplasmin	Rhv	picornavirus capsid protein
PF00074	CL1014	RNase_A-like	RnaseA	Pancreatic ribonuclease
PF00075	CL0219	RNase_H	RNase_H	RNase H
PF00076	CL0221	RRM	RRM_1	RNA recognition motif
PF00077	CL0129	Peptidase_AA	RVP	Retroviral aspartyl protease
PF00078	CL0027	RdRP	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)
PF00079			Serpin	Serpin (serine protease inhibitor)
PF00080			Sod_Cu	Copper/zinc superoxide dismutase (SODC)
PF00081			Sod_Fe_N	Iron/manganese superoxide dismutases, alpha-hairpin domain
PF00082			Peptidase_S8	Subtilase family
PF00083	CL0015	MFS	Sugar_tr	Sugar (and other) transporter
PF00084	CL0001	EGF	Sushi	Sushi repeat (SCR repeat)
PF00085	CL0172	Thioredoxin	Thioredoxin	Thioredoxin
PF00086			Thyroglobulin_1	Thyroglobulin type-1 repeat
PF00087	CL0117	uPAR_Ly6_toxin	Toxin_TOLIP	Snake toxin and toxin-like protein
PF00088	CL0630	PSI	Trefoil	Trefoil (P-type) domain
PF00089	CL0124	Peptidase_PA	Trypsin	Trypsin
PF00090	CL0692	TSP1	TSP_1	Thrombospondin type 1 domain
PF00091	CL0063	NADP_Rossmann	Tubulin	Tubulin/FtsZ family, GTPase domain
PF00092	CL0128	vWA-like	VWA	von Willebrand factor type A domain
PF00093	CL0451	FnI-like	VWC	von Willebrand factor type C domain
PF00094	CL0741	RGM	VWD	von Willebrand factor type D domain
PF00095			WAP	WAP-type (Whey Acidic Protein) 'four-disulfide core'
PF00096	CL0361	C2H2-zf	zf-C2H2	Zinc finger, C2H2 type
PF00097	CL0229	RING	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)
PF00098	CL0511	Retroviral_zf	zf-CCHC	Zinc knuckle
PF00100	CL0159	E-set	Zona_pellucida	ZP-C domain
PF00101			RuBisCO_small	Ribulose bisphosphate carboxylase, small chain
PF00102	CL0031	Phosphatase	Y_phosphatase	Protein-tyrosine phosphatase
PF00103	CL0053	4H_Cytokine	Hormone_1	Somatotropin hormone family
PF00104			Hormone_recep	Ligand-binding domain of nuclear hormone receptor
PF00105	CL0839	Tbcl_zf	zf-C4	Double treble clef zinc finger, C4 type
PF00106	CL0063	NADP_Rossmann	adh_short	short chain dehydrogenase
PF00107	CL0063	NADP_Rossmann	ADH_zinc_N	Zinc-binding dehydrogenase
PF00108	CL0046	Thiolase	Thiolase_N	Thiolase, N-terminal domain
PF00109	CL0046	Thiolase	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain
PF00110			wnt	wnt family
PF00111	CL0486	Fer2	Fer2	2Fe-2S iron-sulfur cluster binding domain
PF00112	CL0125	Peptidase_CA	Peptidase_C1	Papain family cysteine protease
PF00113	CL0036	TIM_barrel	Enolase_C	Enolase, C-terminal TIM barrel domain
PF00114	CL0327	Pilus	Pilin	Pilin (bacterial filament)
PF00115	CL0714	COX1-like	COX1	Cytochrome C and Quinol oxidase polypeptide I
PF00116	CL0026	CU_oxidase	COX2	Cytochrome C oxidase subunit II, periplasmic domain
PF00117	CL0014	Glutaminase_I	GATase	Glutamine amidotransferase class-I
PF00118			Cpn60_TCP1	TCP-1/cpn60 chaperonin family
PF00119			ATP-synt_A	ATP synthase A chain
PF00120	CL0286	GCS	Gln-synt_C	Glutamine synthetase, catalytic domain
PF00121	CL0036	TIM_barrel	TIM	Triosephosphate isomerase
PF00122			E1-E2_ATPase	P-type ATPase actuator domain
PF00123			Hormone_2	Peptide hormone
PF00124			Photo_RC	Photosynthetic reaction centre protein
PF00125	CL0012	Histone	Histone	Core histone H2A/H2B/H3/H4 domain
PF00126	CL0123	HTH	HTH_1	Bacterial regulatory helix-turn-helix protein, lysR family
PF00127	CL0026	CU_oxidase	Copper-bind	Copper binding proteins, plastocyanin/azurin family
PF00128	CL0036	TIM_barrel	Alpha-amylase	Alpha amylase, catalytic domain
PF00129	CL0343	MHC	MHC_I	Class I Histocompatibility antigen, domains alpha 1 and 2
PF00130	CL0229	RING	C1_1	Phorbol esters/diacylglycerol binding domain (C1 domain)
PF00131	CL0461	Metallothionein	Metallothio	Metallothionein
PF00132	CL0536	HEXAPEP	Hexapep	Bacterial transferase hexapeptide (six repeats)
PF00133	CL0039	HUP	tRNA-synt_1	tRNA synthetases class I (I, L, M and V)
PF00134	CL0065	Cyclin	Cyclin_N	Cyclin, N-terminal domain
PF00135	CL0028	AB_hydrolase	COesterase	Carboxylesterase family
PF00136	CL0194	DNA_pol_B-like	DNA_pol_B	DNA polymerase family B
PF00137			ATP-synt_C	ATP synthase subunit C
PF00139	CL0004	Concanavalin	Lectin_legB	Legume lectin domain
PF00140			Sigma70_r1_2	Sigma-70 factor, region 1.2
PF00141	CL0617	Peroxidase	peroxidase	Peroxidase
PF00142	CL0023	P-loop_NTPase	Fer4_NifH	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
PF00143	CL0053	4H_Cytokine	Interferon	Interferon alpha/beta domain
PF00144	CL0013	Beta-lactamase	Beta-lactamase	Beta-lactamase
PF00145	CL0063	NADP_Rossmann	DNA_methylase	C-5 cytosine-specific DNA methylase
PF00146	CL0425	ComplexI-N	NADHdh	NADH dehydrogenase
PF00147	CL0422	Fibrinogen_C	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain
PF00148	CL0043	Chelatase	Oxidored_nitro	Nitrogenase component 1 type Oxidoreductase
PF00149	CL0163	Calcineurin	Metallophos	Calcineurin-like phosphoesterase
PF00150	CL0036	TIM_barrel	Cellulase	Cellulase (glycosyl hydrolase family 5)
PF00151	CL0028	AB_hydrolase	Lipase	Lipase
PF00152	CL0040	tRNA_synt_II	tRNA-synt_2	tRNA synthetases class II (D, K and N) 
PF00153			Mito_carr	Mitochondrial carrier protein
PF00154	CL0023	P-loop_NTPase	RecA_N	RecA N-terminal domain
PF00155	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II
PF00156	CL0533	PRTase-like	Pribosyltran	Phosphoribosyl transferase domain
PF00157	CL0123	HTH	Pou	Pou domain - N-terminal to homeobox domain
PF00158	CL0023	P-loop_NTPase	Sigma54_activat	Sigma-54 interaction domain
PF00159			Hormone_3	Pancreatic hormone peptide
PF00160	CL0475	Cyclophil-like	Pro_isomerase	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00161			RIP	Ribosome inactivating protein
PF00162			PGK	Phosphoglycerate kinase
PF00163	CL0492	S4	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain
PF00164	CL0021	OB	Ribosom_S12_S23	Ribosomal protein S12/S23
PF00165	CL0123	HTH	HTH_AraC	Bacterial regulatory helix-turn-helix proteins, AraC family
PF00166	CL0296	GroES	Cpn10	Chaperonin 10 Kd subunit
PF00167	CL0066	Trefoil	FGF	Fibroblast growth factor
PF00168	CL0154	C2	C2	C2 domain
PF00169	CL0266	PH	PH	PH domain
PF00170	CL0018	bZIP	bZIP_1	bZIP transcription factor
PF00171	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family
PF00172	CL0914	Zn2_Cys6	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain
PF00173			Cyt-b5	Cytochrome b5-like Heme/Steroid binding domain
PF00174	CL0072	Ubiquitin	Oxidored_molyb	Oxidoreductase molybdopterin binding domain
PF00175	CL0091	NAD_Ferredoxin	NAD_binding_1	Oxidoreductase NAD-binding domain 
PF00176	CL0023	P-loop_NTPase	SNF2-rel_dom	SNF2-related domain
PF00177			Ribosomal_S7	Ribosomal protein S7p/S5e
PF00178	CL0123	HTH	Ets	Ets-domain
PF00179	CL0208	UBC	UQ_con	Ubiquitin-conjugating enzyme
PF00180	CL0270	Iso_DH	Iso_dh	Isocitrate/isopropylmalate dehydrogenase
PF00181	CL0021	OB	Ribosomal_L2_N	Ribosomal Proteins L2, RNA binding N-terminal domain
PF00182	CL0037	Lysozyme	Glyco_hydro_19	Chitinase class I
PF00183			HSP90	Hsp90 protein
PF00184			Hormone_5	Neurohypophysial hormones, C-terminal Domain
PF00185	CL0063	NADP_Rossmann	OTCace	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186	CL0387	DHFred	DHFR_1	Dihydrofolate reductase
PF00187			Chitin_bind_1	Chitin recognition protein
PF00188	CL0659	CAP	CAP	Cysteine-rich secretory protein family
PF00189			Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain
PF00190	CL0029	Cupin	Cupin_1	Cupin
PF00191			Annexin	Annexin
PF00193	CL0056	C_Lectin	Xlink	Extracellular link domain
PF00194			Carb_anhydrase	Eukaryotic-type carbonic anhydrase
PF00195	CL0046	Thiolase	Chal_sti_synt_N	Chalcone and stilbene synthases, N-terminal domain
PF00196	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family
PF00197	CL0066	Trefoil	Kunitz_legume	Trypsin and protease inhibitor
PF00198	CL0149	CoA-acyltrans	2-oxoacid_dh	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199			Catalase	Catalase
PF00200			Disintegrin	Disintegrin
PF00201	CL0113	GT-B	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202	CL0061	PLP_aminotran	Aminotran_3	Aminotransferase class-III
PF00203			Ribosomal_S19	Ribosomal protein S19
PF00204	CL0329	S5	DNA_gyraseB	DNA gyrase B
PF00205	CL0063	NADP_Rossmann	TPP_enzyme_M	Thiamine pyrophosphate enzyme, central domain
PF00206			Lyase_1	Lyase
PF00207	CL0159	E-set	A2M	Alpha-2-macroglobulin family
PF00208	CL0063	NADP_Rossmann	ELFV_dehydrog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209	CL0062	APC	SNF	Sodium:neurotransmitter symporter family
PF00210	CL0044	Ferritin	Ferritin	Ferritin-like domain
PF00211	CL0276	Nucleot_cyclase	Guanylate_cyc	Adenylate and Guanylate cyclase catalytic domain
PF00212			ANP	Atrial natriuretic peptide
PF00213	CL0255	ATP_synthase	OSCP	ATP synthase delta (OSCP) subunit
PF00214			Calc_CGRP_IAPP	Calcitonin / CGRP / IAPP family
PF00215	CL0036	TIM_barrel	OMPdecase	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	CL0548	IHF-likeDNA-bdg	Bac_DNA_binding	Bacterial DNA-binding protein
PF00217	CL0286	GCS	ATP-gua_Ptrans	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218	CL0036	TIM_barrel	IGPS	Indole-3-glycerol phosphate synthase
PF00219	CL0547	GF_recep_C-rich	IGFBP	Insulin-like growth factor binding protein
PF00220			Hormone_4	Neurohypophysial hormones, N-terminal Domain
PF00221			Lyase_aromatic	Aromatic amino acid lyase
PF00223			PsaA_PsaB	Photosystem I psaA/psaB protein
PF00224	CL0036	TIM_barrel	PK	Pyruvate kinase, barrel domain
PF00225	CL0023	P-loop_NTPase	Kinesin	Kinesin motor domain
PF00226	CL0392	Chaperone-J	DnaJ	DnaJ domain
PF00227	CL0052	NTN	Proteasome	Proteasome subunit
PF00228			Bowman-Birk_leg	Bowman-Birk serine protease inhibitor family
PF00229	CL0100	C1q_TNF	TNF	TNF(Tumour Necrosis Factor) family 
PF00230	CL0716	Aquaporin-like	MIP	Major intrinsic protein
PF00231			ATP-synt	ATP synthase
PF00232	CL0036	TIM_barrel	Glyco_hydro_1	Glycosyl hydrolase family 1
PF00233	CL0237	HD_PDEase	PDEase_I	3'5'-cyclic nucleotide phosphodiesterase
PF00234	CL0482	Prolamin	Tryp_alpha_amyl	Protease inhibitor/seed storage/LTP family
PF00235	CL0431	PF	Profilin	Profilin
PF00236	CL0079	Cystine-knot	Hormone_6	Glycoprotein hormone
PF00237			Ribosomal_L22	Ribosomal protein L22p/L17e
PF00238			Ribosomal_L14	Ribosomal protein L14p/L23e
PF00239			Resolvase	Resolvase, N terminal domain
PF00240	CL0072	Ubiquitin	ubiquitin	Ubiquitin family
PF00241	CL0092	ADF	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein
PF00242			DNA_pol_viral_N	DNA polymerase (viral) N-terminal domain
PF00243	CL0079	Cystine-knot	NGF	Nerve growth factor family
PF00244	CL0020	TPR	14-3-3	14-3-3 protein
PF00245	CL0088	Alk_phosphatase	Alk_phosphatase	Alkaline phosphatase
PF00246	CL0865	ZnExoPePases	Peptidase_M14	Zinc carboxypeptidase
PF00248	CL0036	TIM_barrel	Aldo_ket_red	Aldo/keto reductase family
PF00249	CL0123	HTH	Myb_DNA-binding	Myb-like DNA-binding domain
PF00250	CL0123	HTH	Forkhead	Forkhead domain
PF00251	CL0143	B_Fructosidase	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain
PF00252	CL0021	OB	Ribosomal_L16	Ribosomal protein L16p/L10e
PF00253	CL0839	Tbcl_zf	Ribosomal_S14	Ribosomal protein S14p/S29e
PF00254	CL0487	FKBP	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	CL0172	Thioredoxin	GSHPx	Glutathione peroxidase
PF00257			Dehydrin	Dehydrin
PF00258	CL0042	Flavoprotein	Flavodoxin_1	Flavodoxin
PF00260			Protamine_P1	Protamine P1
PF00261	CL0452	Tropomyosin-lke	Tropomyosin	Tropomyosin
PF00262	CL0004	Concanavalin	Calreticulin	Calreticulin family
PF00263			Secretin	Bacterial type II and III secretion system protein
PF00264	CL0205	Di-copper	Tyrosinase	Common central domain of tyrosinase
PF00265	CL0023	P-loop_NTPase	TK	Thymidine kinase
PF00266	CL0061	PLP_aminotran	Aminotran_5	Aminotransferase class-V
PF00267	CL0193	MBB	Porin_1	Gram-negative porin
PF00268	CL0044	Ferritin	Ribonuc_red_sm	Ribonucleotide reductase, small chain
PF00269			SASP	Small, acid-soluble spore proteins, alpha/beta type
PF00270	CL0023	P-loop_NTPase	DEAD	DEAD/DEAH box helicase
PF00271	CL0023	P-loop_NTPase	Helicase_C	Helicase conserved C-terminal domain
PF00272			Cecropin	Cecropin family
PF00273	CL0282	Serum_albumin	Serum_albumin	Serum albumin family
PF00274	CL0036	TIM_barrel	Glycolytic	Fructose-bisphosphate aldolase class-I
PF00275	CL0290	EPT_RTPC	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276			Ribosomal_L23	Ribosomal protein L23
PF00277			SAA	Serum amyloid A protein
PF00278	CL0866	ALR_C-like	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280	CL0367	CI-2	potato_inhibit	Potato inhibitor I family
PF00281	CL0652	S24e_L23_L15e	Ribosomal_L5	Ribosomal protein L5
PF00282	CL0061	PLP_aminotran	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain
PF00283			Cytochrom_B559	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284			Cytochrom_B559a	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285			Citrate_synt	Citrate synthase, C-terminal domain
PF00286			Flexi_CP	Viral coat protein
PF00287	CL0159	E-set	Na_K-ATPase	Sodium / potassium ATPase beta chain
PF00288	CL0329	S5	GHMP_kinases_N	GHMP kinases N terminal domain
PF00289	CL0063	NADP_Rossmann	Biotin_carb_N	Biotin carboxylase, N-terminal domain
PF00290	CL0036	TIM_barrel	Trp_syntA	Tryptophan synthase alpha chain
PF00291	CL0063	NADP_Rossmann	PALP	Pyridoxal-phosphate dependent enzyme
PF00292	CL0123	HTH	PAX	'Paired box' domain
PF00293	CL0261	NUDIX	NUDIX	NUDIX domain
PF00294	CL0118	Ribokinase	PfkB	pfkB family carbohydrate kinase
PF00295	CL0268	Pec_lyase-like	Glyco_hydro_28	Glycosyl hydrolases family 28
PF00296	CL0036	TIM_barrel	Bac_luciferase	Luciferase-like monooxygenase
PF00297	CL0866	ALR_C-like	Ribosomal_L3	Ribosomal protein L3
PF00298			Ribosomal_L11	Ribosomal protein L11, RNA binding domain
PF00299	CL0096	Pept_Inhib_IE	Squash	Squash family serine protease inhibitor
PF00300	CL0071	His_phosphatase	His_Phos_1	Histidine phosphatase superfamily (branch 1)
PF00301	CL0167	Zn_Beta_Ribbon	Rubredoxin	Rubredoxin
PF00302	CL0149	CoA-acyltrans	CAT	Chloramphenicol acetyltransferase
PF00303			Thymidylat_synt	Thymidylate synthase
PF00304	CL0054	Knottin_1	Gamma-thionin	Gamma-thionin family
PF00305			Lipoxygenase	Lipoxygenase
PF00306			ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain
PF00307	CL0188	CH	CH	Calponin homology (CH) domain
PF00308	CL0023	P-loop_NTPase	Bac_DnaA	Bacterial DnaA ATPAse domain
PF00309			Sigma54_AID	Sigma-54 factor, Activator interacting domain (AID) 
PF00310	CL0052	NTN	GATase_2	Glutamine amidotransferases class-II
PF00311	CL0036	TIM_barrel	PEPcase	Phosphoenolpyruvate carboxylase
PF00312	CL0600	S15_NS1	Ribosomal_S15	Ribosomal protein S15
PF00313	CL0021	OB	CSD	'Cold-shock' DNA-binding domain
PF00314	CL0872	PfC-like	Thaumatin	Thaumatin family
PF00316	CL0171	Phospoesterase	FBPase	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317			Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain
PF00318	CL0067	SIS	Ribosomal_S2	Ribosomal protein S2
PF00319			SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320	CL0839	Tbcl_zf	GATA	GATA zinc finger
PF00321			Thionin	Plant thionin
PF00322			Endothelin	Endothelin family
PF00323	CL0075	Defensin	Defensin_1	Mammalian defensin
PF00324	CL0062	APC	AA_permease	Amino acid permease
PF00325	CL0123	HTH	Crp	Bacterial regulatory proteins, crp family
PF00326	CL0028	AB_hydrolase	Peptidase_S9	Prolyl oligopeptidase family
PF00327			Ribosomal_L30	Ribosomal protein L30p/L7e
PF00328	CL0071	His_phosphatase	His_Phos_2	Histidine phosphatase superfamily (branch 2)
PF00329			Complex1_30kDa	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330			Aconitase	Aconitase family (aconitate hydratase)
PF00331	CL0036	TIM_barrel	Glyco_hydro_10	Glycosyl hydrolase family 10
PF00332	CL0036	TIM_barrel	Glyco_hydro_17	Glycosyl hydrolases family 17
PF00333	CL0196	DSRM	Ribosomal_S5	Ribosomal protein S5, N-terminal domain
PF00334			NDK	Nucleoside diphosphate kinase
PF00335	CL0347	TSPAN_4TM-like	Tetraspanin	Tetraspanin family
PF00336			DNA_pol_viral_C	DNA polymerase (viral) C-terminal domain
PF00337	CL0004	Concanavalin	Gal-bind_lectin	Galactoside-binding lectin
PF00338			Ribosomal_S10	Ribosomal protein S10p/S20e
PF00339	CL0135	Arrestin_N-like	Arrestin_N	Arrestin (or S-antigen), N-terminal domain
PF00340	CL0066	Trefoil	IL1	Interleukin-1 / 18
PF00341	CL0079	Cystine-knot	PDGF	PDGF/VEGF domain
PF00342	CL0067	SIS	PGI	Phosphoglucose isomerase
PF00343	CL0113	GT-B	Phosphorylase	Carbohydrate phosphorylase
PF00344	CL0376	Oxa1	SecY	SecY
PF00345	CL0159	E-set	PapD_N	Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF00346			Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347			Ribosomal_L6	Ribosomal protein L6
PF00348	CL0613	Terp_synthase	polyprenyl_synt	Polyprenyl synthetase
PF00349	CL0108	Actin_ATPase	Hexokinase_1	Hexokinase
PF00350	CL0023	P-loop_NTPase	Dynamin_N	Dynamin family
PF00351			Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
PF00352	CL0407	TBP-like	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353	CL0592	beta_Roll	HemolysinCabind	RTX calcium-binding nonapeptide repeat (4 copies)
PF00354	CL0004	Concanavalin	Pentaxin	Pentaxin family
PF00355	CL0516	ISP-domain	Rieske	Rieske [2Fe-2S] domain
PF00356	CL0123	HTH	LacI	Bacterial regulatory proteins, lacI family
PF00357			Integrin_alpha	Integrin alpha cytoplasmic region
PF00358	CL0105	Hybrid	PTS_EIIA_1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
PF00359	CL0340	PTase-anion_tr	PTS_EIIA_2	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360	CL0161	GAF	PHY	Phytochrome region
PF00361	CL0425	ComplexI-N	Proton_antipo_M	NADH:quinone oxidoreductase/Mrp antiporter, TM
PF00362	CL0128	vWA-like	Integrin_beta	Integrin beta chain VWA domain
PF00363			Casein	Casein
PF00364	CL0105	Hybrid	Biotin_lipoyl	Biotin-requiring enzyme
PF00365	CL0240	PFK	PFK	Phosphofructokinase
PF00366	CL0021	OB	Ribosomal_S17	Ribosomal protein S17
PF00367			PTS_EIIB	phosphotransferase system, EIIB
PF00368			HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	CL0108	Actin_ATPase	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
PF00372	CL0205	Di-copper	Hemocyanin_M	Hemocyanin, copper containing domain
PF00373	CL0632	FERM_M	FERM_M	FERM central domain
PF00374			NiFeSe_Hases	Nickel-dependent hydrogenase
PF00375			SDF	Sodium:dicarboxylate symporter family
PF00376	CL0123	HTH	MerR	MerR family regulatory protein
PF00377			Prion	Prion/Doppel alpha-helical domain
PF00378	CL0127	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase
PF00379			Chitin_bind_4	Insect cuticle protein
PF00380	CL0329	S5	Ribosomal_S9	Ribosomal protein S9/S16
PF00381			PTS-HPr	PTS HPr component phosphorylation site
PF00382	CL0065	Cyclin	TFIIB	Transcription factor TFIIB repeat
PF00383	CL0109	CDA	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384			Molybdopterin	Molybdopterin oxidoreductase
PF00385	CL0010	SH3	Chromo	Chromo (CHRromatin Organisation MOdifier) domain
PF00386	CL0100	C1q_TNF	C1q	C1q domain
PF00387	CL0036	TIM_barrel	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	CL0036	TIM_barrel	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	CL0063	NADP_Rossmann	2-Hacid_dh	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	CL0603	AA_dh_N	malic	Malic enzyme, N-terminal domain
PF00391	CL0364	Leu-IlvD	PEP-utilizers	PEP-utilising enzyme, mobile domain
PF00392	CL0123	HTH	GntR	Bacterial regulatory proteins, gntR family
PF00393	CL0106	6PGD_C	6PGD	6-phosphogluconate dehydrogenase, C-terminal domain
